"Date","Source","Actor","IOCType","IOCValue","Context","Link"
"2026-04-07 18:57:54 UTC","ThreatFox","TA584","URL","https://csa-humanchecknow.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:57:37 UTC","ThreatFox","TA584","Domain","csa-humanchecknow.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:54:09 UTC","ThreatFox","TA584","URL","https://bokhelpa-gestarivaldash.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:53:46 UTC","ThreatFox","TA584","Domain","bokhelpa-gestarivaldash.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:52:54 UTC","ThreatFox","TA584","URL","https://aprooval-htel-gestionhelps.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:52:39 UTC","ThreatFox","TA584","Domain","aprooval-htel-gestionhelps.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:48:57 UTC","ThreatFox","TA584","URL","https://period-checkavaldx.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:48:16 UTC","ThreatFox","TA584","Domain","period-checkavaldx.com","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 18:00:32 UTC","ThreatFox","TA584","Domain","3ed5lh-ip-178-214-244-87.tunnelmole.net","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 18:00:30 UTC","ThreatFox","TA584","Domain","jxp1ms-ip-178-214-244-87.tunnelmole.net","threat=botnet_cc; malware=win.xworm (tag=XWorm)",
"2026-04-07 16:06:09 UTC","ThreatFox","TA584","URL","https://bnnsbdsdn-js.beer/api/css.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 16:05:39 UTC","ThreatFox","TA584","Domain","bnnsbdsdn-js.beer","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:11:02 UTC","ThreatFox","TA584","URL","https://vdsinatest.beer/api/css.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:10:45 UTC","ThreatFox","TA584","Domain","vdsinatest.beer","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:07:47 UTC","ThreatFox","TA584","URL","https://blatnoitovar.xyz/log.php","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:07:30 UTC","ThreatFox","TA584","URL","https://blatnoitovar.xyz/api/index.php","threat=payload_delivery; malware=unknown (tag=ClickFix)",
"2026-04-07 14:06:52 UTC","ThreatFox","TA584","URL","https://blatnoitovar.xyz/cf.js","threat=payload_delivery; malware=unknown (tag=ClickFix)",
